,textID,selected_text
818,5f2c04acd4,fixing openbox theme a little
819,55b8e44c02,selling my laptop for cheap if anyones interested   toshiba  ram
820,106aa6d022,fear
821,4975dbda48,i wish i wasnt all  bummed but i kinda am
822,a3145ba47e,hey mitchel when will you be live again i didnt get a chance to call you
823,7e19629684,looking at the sunshine out of my office window
824,3495e809b3,back is sore should not have done that jump last night
825,a1b67a24aa,we are working
826,a0b1828b67,lovely
827,311985067b,just got my paycheck april bonus can b deposited  the rest gotta wait til mon
828,c392253b42,nope no way in to stop  just have to put up wiv it
829,62f3e63c1a,i recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad  trust me
830,2942ed51f6,not so much a substitute as a variation ate too much too oof
831,03798acf38,beautiful
832,fd1ebb37c3,oui mademoiselle you can barely turn around these days without bumping into one
833,478a005e7c,flickr pics chester zoo danwtmoon posted a photo   welcome to chester zoo by jockey
834,9608ece440,woke up and watched jon and kate plus eight i tried to pretend like they were still a normail family
835,e6b24b7014,youre a freak
836,105b761a2c,i dont even know now lenaaa  when you going clothes show
837,cca7cce9c8,jane yay buti nagustuhan nyo isang bar lang enclosed ko sa mail  to test if matutunaw or hindi next time uli
838,d0b2e14355,memories
839,f27f60c847,nothing to worry
840,5380d2b0e5,fail
841,38148a3e98,going to start very small like  or   then slowly to higher stakes
842,b29ea1892f,make a videoblog
843,7dd51bdec1,reading evermore by lynn viehl
844,409767144d,wow
845,c627db4613,yeeeewww
846,9fc2217d38,amazing
847,d14b33ede0,good
848,e7ed611f06,musicmonday epic song y   lights and sounds by yellowcard
849,a61d4c6048,bliss
850,74b427ffa8,hope
851,c7568067cd,my anticipated meet up with tapan parikh is no more  apparently he wont pass by nairobi and will head straight from mombasa
852,8a6cdf6832,cry
853,f4d1a681af,productive day
854,f81d71d2c2,rest in peace  adam   glenn epps gone but never forgotten what a week loud in da air  ya
855,029a603b00,love
856,e6826a5aa5,marking going ok so far as and bs so far  relieved it looks like i have future programmers in class
857,1e41208494,alas no its just a normal night  monday is quiz night
858,23f4fd4385,did anyone go photographing today i managed to get a few macro shots of some flowers that were blooming
859,aa17c6f797,good
860,136b1926c9,cool thatd be fantastic
861,6f381bb00f,live on stickamcomitstyleryo come chat
862,c0d5be8bd4,but  is right this is like the cape breton coal mines but  no lessons learned
863,e09b90939a,yes but im quite rusty  im hoping to get back to it and tune up my skills  tim plays guitar  we threaten duets
864,ec835dc0b0,cool
865,eaf90c4253,hurt
866,41a96b7954,me because i might not have enough money for college
867,e5a26fb323,lol woow okay its not that big of a deal
868,4e5d66beb2,i love
869,4c5a7e6ffc,i mean someone hit a dog with a car it was just laying there
870,53714350ac,forgot
871,b4401d6b4d,salt and vinegar cheese and onion make your breathe smell lol
872,05ff657624,welcome
873,dd72ee1430,rose mornin   missed dance time so i guess i will have to dance extra hard tomorrow
874,094e0509ad,sorry
875,0182dd7de1,discovered
876,5b70f8bc73,maybe i should take up drinking again feel as if i have a massive hangover  still not yself today
877,8c280d0f80,just downloaded the tweet decklook at my and my saviness
878,98c02118e6,hope
879,f4f24160c3,hahahhah
880,80420cfe74,oh no my fun weekend with friends is gone my mother has made a family weekend
881,5f1811bb3d,happy
882,c7d3ab998a,writing reports
883,7abd932d50,turns
884,ed298c6e5d,nice
885,3257bafde1,keeping it chilled
886,2c150a0703,beautiful
887,2252c58ab0,fabulous
888,7d933d9d21,yeah its terrible  cockatoos are the hardest to live with so emotional good thing he found you though
889,f6400f56e9,that sucks
890,4477b985e5,yes it does
891,66019ddc8f,thanks
892,a7cf141043,love
893,4b2b16581a,sorry
894,e1a3e4575d,youre the only person to have joined in  penilewords
895,719934e5e0,up and washed  im clothing myself as i type xd woooo
896,dcba201932,miss u too
897,a55208f877,love
898,c13f8a6154,happy
899,e0eeef2f3f,playing with lighters fire matches and grass
900,003816f151,awesome
901,69c36e5f81,bucky my ferret officially has insulinoma  now on daily prednisone had interview with pdoc today have to go back monday for testing
902,898c63c69f,i visit
903,b01100d6c6,coffee time
904,131da67079,he was creepy for me at first but i did really grow to like him i cried like a baby when he and tosh died
905,2a83e56667,screw
906,83b44dda65,good
907,b3fa6e5c24,sad
908,03e41eeb4f,thanks alen it seems that we can only submit community news is this an error or must we prove ourselves
909,83fc759a0b,ruin
910,ff9722bca7,blah to car repairs almost  dollars   shopping around for a better deal
911,ebf6233a5b,yum
912,9e4228219d,me too
913,25ce9a8b1b,sad
914,ed6a316e8a,me thanks kinda bittersweet though
915,4244aec072,good morning  
916,90751fc00f,first time to twitter
917,c653189d96,captain jack is back
918,9b2b40dda6,saddddddd
919,e4838b68a2,internet you were so fast and now you are so slow where did the fast connection go
920,0ce20ef06e,am  you
921,fb030409ab,bad
922,ae1b11d7ec,this weather makes my fingers numb  still waiting
923,8739e2666f,love
924,e9a77e014a,doneits summer
925,7920a12924,i was just at genos  ago  would have went to pats but the neon lights got me lol  had drinks at south philly bar too
926,8c091fb754,fry bread is good but they only gave me a little pinch of lettuce  ha ha
927,d3e52b51b7,thanks
928,4addb8e422,misses
929,f18b102ad6,catching up on my reading twitter n bf break
930,7720aca199,no thats not right  i remember now  you were in a fearless tweet  we were both seen as fearless
931,6115285ce8,my thoughts dwell on a certain person
932,a7af432585,transition time is over tonight i work night shift i woke up at
933,28db608c0d,exciting
934,7e45ea194d,bad
935,4760319f17,this my new more private acc will only use it for close twitter friends
936,f3de150883,hate
937,7e82aab535,actually the web works fine tweetdeck seems to be the culprit  sadness its done this at two diff locations
938,bcc50747b1,worse
939,357483f649,and you could have it all my empire of dirt im in ae with dad im freezing fully shivering  else is warm  no fones allowed ffs
940,261a5bbd14,tell me what you think of pride prejudice and zombies    if youre not all hyped up on sugar
941,b03e2a23e5,tdh can you install ruby gems and rails on keep please
942,ad37dcf4ff,looking forward to the sunset
943,5cd1ac2c57,great
944,7f0a146e26,good to see you back sorry that happened to you
945,3626f85ac4,my  mothers day tomorrow
946,cbd04fb4eb,goodnight
947,b8f7efe383,i just about clear my whole office and no sign of it  next place is truck i have yet to fully clean under back seat lol
948,d2ca4e1d3c,its not gonna storm  because i said so
949,8eedc5a2ed,broke
950,3b5aecf8d6,banks something must be wrong only found  july harlsil books i wanted
951,a154540c08,pride
952,48801ef73a,ugh
953,91412dffcb,its fun isn
954,68a9b81741,i feel much better now but i gotta dry it  
955,458f7b2493,finally feel back into swing of things here at work after getting married last week sigh of relief for no more wedding planning
956,cf05148ed6,that sucks  booo
957,c963a42282,hates untalented  being mean to my talented friends
958,3d17d4b72c,looks like were rained out for weekend climbing
959,eb79aabf05,is google maps not working for anyone else
960,21d05898d3,oh
961,e76b1c30bb,i dont really trust
962,2c5f261ff3,jesus heals
963,d3935b8571,its surprising how much billy idol turns up in tweets i monitor constantly  not that im obsessed or anything  billyidol
964,2a35e976ea,werd thats very true
965,3d128b58d0,happy
966,67348350a4,without wings again
967,93b5d1bbea,glad
968,ed6bd3958e,night twitterland x i have to be up in five hours  sigh
969,45e3f93e9b,happy birthday
970,51051cb758,lunch breaks over going back to work
971,b84ea78203,glad to see its a typical bank holiday weather wise  
972,441dcaef31,pretty much amazzing
973,b4e721aa1e,the app said i need  or later
974,a92e8ab2a1,nothing
975,31d77e5ff5,is in php website upgrade hell on a bank holiday hows that for planning
976,e887fbdfd5,not really having a good night missing my little girl
977,78094a1191,miss you captain
978,a447f480ec,im sending this to my mother
979,e2fdad0321,i dont cry at tv
980,67cafda653,i am public and cant get anyone to follow me
981,356bdefc64,until  brings back our everyone button access pt   or link in bottom of settings
982,d6ce1fc670,boring who you been talking to lol not me   no
983,d613b00386,i know right i guess the oldest doesnt hold rank on field trips anymore
984,507a584ae5,just signed upso hello twitter world here i am
985,2418966865,i wont be getting any rotf toys till much later  tell me if anybody isntis worth getting
986,6247a1db0b,heading over to xbox  will go shopping
987,e48cf1bff4,i saw that you were calling but cannot answer as im in the second hour of a phone convo with my mom and she wont stop talking
988,6e693017f6,is excited
989,2c60e1c7a2,weird
990,b770afa9e6,boring
991,fe7c9215ae,practice was a beast today not going to see julian tonight
992,472c3e2c41,getting somewhere with my first real kiokudb and catalyst app yay
993,0d7697aa10,thanks though  am trying to be positive  wine may not be helping lol  wish i could make the gigs
994,fe09df7e91,lame
995,33eb5a33be,rise and shine  time to get prettifide
996,bab53b4152,fault
997,f877442216,headache
998,311740836a,glenna is bored but glad that it is a beautiful day macy went swimming and kris played golf while i sat at home waiting for them
999,80aff8d880,bout  have  more drink then imma head in da house
1000,fe89e929f4,i get so sucked in to true life and that steveo documentary was intense i love that  its nice to see people get their lives back
1001,0f4be91a14,i love my life  ni night
1002,5225c062f9,we knew what what you meant
1003,bd499c0bf7,succesfully following tayla
1004,483bb46b97,my new phrase is you never doubt mo williams   six game win streak
1005,dacb6d78af,fun
1006,98b6544758,please not maybe shell get  attempts and win tomorrow
1007,275fa7a3f8,good
1008,346ce6428b,bleargh i can never clean as much of my house as i want to before work no matter how early i wake up today sink laundry
1009,086bee572e,great
1010,22df86426d,if i got paid by the hour i could retire by now  do you have xbox live i am thinking rock band
1011,63dcc7d29f,i should learn not to walk all day and then sprint through sprinklers without stretching
1012,f7ac9e16e5,greatest
1013,59159f2163,im still trying to see star trek ill just have to woman up and go alone bf is pretty much worthless anyway  lol
1014,c7fc03de4d,laws change in the  or    i could really push it bcause gran from bathgate but she was us citizen  dad born
1015,002bb8f1b3,pretty
1016,d112d2e5bf,relaxing
1017,c762607c42,is off to watch arsenal v chelsea today
1018,09b5db7af0,hes getting ear tubes in about an hour so no food
1019,aa51082711,miss
1020,d4b544abff,left the bases loaded
1021,ea1e41d586,good luck
1022,ba28fe48b2,its already over
1023,39e9f0e449,i was trying to back all her documents up but it wasnt playing along its taking forever but am back at it again now
1024,209de29f24,doing some test shooting later this afternoon  did i mention being in holland for an indie wine festival this week my tongue is red
1025,52aad0e22e,my dad knows i got drunk today and i didnt get in trouble
1026,21ab400cb3,so ill excuse your love for the cavs and the west even though i dont share it
1027,e93220b868,sucks
1028,57ea442d4d,i wanna see the rest i only saw like  minutes
1029,88a120f336,happy mothers day mom  i love you
1030,52fc580b72,burning cds  outa blank discs
1031,3dc1ed5f06,genius
1032,fe2f3f3359,youre alive  go w the notebookitll make you cry and stuff
1033,e170fafd8c,cool
1034,b38df0845d,crying
1035,cf1739382c,i only hav  followers
1036,63e434fbf0,happy
1037,43d10bd312,thats really frickin hot
1038,6230b5c435,its mothers day
1039,c6bc7536ef,yay for birthdays  sadly my voice is almost gone  but it was a pretty good night
1040,c8caef9df3,thanks
1041,213eae85e9,im part of a religion called peoplewithgoodtasteinmusic we dont celebrate jonas brothers day
1042,dce070190c,im at workbored out of my mind
1043,8db4aaef4a,watching the notebook
1044,cf95521362,yes because those taxes disguise the booking fees and commissions that online travel portals charge try ixigocom next time
1045,c1dc0dd0f6,twitters gettin a lil bit confusin twitterifictwitdroidtwitterberry i understant the txt bit tho lol  ah well twitters cool anyways
1046,951e093497,finally sleep time
1047,5a34a7e52c,best kind of gum ever
1048,59f6677324,blew
1049,9b0db4e33e,failed
1050,c9e8281f8c,remarkably difficult
1051,cac1ba6f5a,why is everyones tweets about britains got talent i feel left out
1052,da8a88b872,love
1053,196e5dec12,they wouldnt reverse any of my overdraft fees
1054,811dc7e401,im not having a good day
1055,a777619b23,miss
1056,8cdaa4f6d8,dammit
1057,6aa5004916,i hate essays
1058,ff7949688c,awesome
1059,309706ed4f,home good night world
1060,29091877e1,cute
1061,afa094db6a,glad
1062,b694518332,dead
1063,2d76387d6e,well i must say she is very lucky to have you i guess that means no chillin and concert with me huh
1064,0b3588bf63,happy mothers day
1065,0d401237c2,miss
1066,3922543d77,distracted
1067,e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day
1068,564c21df63,sick
1069,2c8062a094,sad
1070,515793e794,about to hit the sheets
1071,c435fb9416,i wish i had my ipod  i need some jonas  i miss their sexy voices  jb forever
1072,c5279762d3,watching gilmore girls reruns dont know what else to do for the day
1073,97eeb0161d,wow its hot and miserable people are probably killing themselves right about now
1074,f0f6fda1f6,absolutely adore her
1075,e8ce4f8bdc,ohh snapp have fun
1076,c881dc16e9,sitting waiting for an exam to start
1077,89d0aed1ff,i dont think ive ever tried peanut butter on toast
1078,2ef49da640,better
1079,7db53ed89f,abby
1080,a2819eaa7a,love
1081,37b50ef2a5,proud
1082,4cc7d9995d,gosh im bored
1083,c0abd616ab,im sure shell be fine theyre not as daft as they look sometime
1084,32058d2bb5,ha id give kristen plenty of free hugs sigh if only i could
1085,0144252776,and yes i  mac if only it werent so expensive
1086,0c8dd8b628,i hate cottage cheese  i even got some fancy stuff last weekend with lemon and berriesi could only eat half of it
1087,c80d7e9b26,link isnt working
1088,102384b03c,i just need to go to the bank
1089,f97b498af4,good
1090,908abc1bd1,amazing
1091,0187f448b1,just got laid off  stupid economy
1092,e833f3a85d,ruined
1093,f980f61df3,nothing better than to have your grandaughter smile and nothing feels better than that big hug grandkids
1094,07b57f906c,wake up darling
1095,18ee7c255c,i aprreciate it  it can be my back up plan
1096,f7dc083f08,love
1097,6d43a06459,umm dont ya mean ship
1098,44da06d16c,i really wanna go to australia and england
1099,938f7e936c,i just slept that entire flight and woke up to the fact that the girl beside me had been watching chitty chitty bang bang
1100,ffd54ac7f7,just had a gym sesh
1101,e1c4ad96a0,trying to get to sleep but mum is blaring les mis really loudly in the sitting room
1102,68e6a47c75,dont think im gonna be able to go to see the jb  concertwrong time no where very close by
1103,05f4f3ddc3,sad
1104,026d3b6611,whats up what happened dm me if you need to txt on my phone is defunkd
1105,aa7362d09b,is  words into a  minute speech on  teen movies due wednesday blah blah cant wait for the glenn ball
1106,c10d6fac3d,bad
1107,d554ee2fe0,just got up couldnt sleep anymore i guess and im not really gonna go back to bed im not really sleepy
1108,8534e70d73,going to work
1109,a9bc0bc35d,i agree with the whole hollie thing
1110,4b2b6a59d4,truetrue
1111,80a1ed08bf,sad i missed  going away party due to too much work but i really am gonna miss that kid
1112,cebe0fc8d3,ive come to the conclusion that lemongrass chicken tastes like lysol   so much for lunch
1113,a1833e30a5,kill
1114,f820ad932c,more  cuteness  sinfest
1115,9e25d010e9,kaput
1116,a3b686ba61,tomorrows mothers day  me n my sis gonna make an onigiri for our mom its gonna be so kewl cant wait for tomorrow
1117,5d9b0f4b31,sad
1118,7e69bec42c,taking care of sick children
1119,422cd4f89f,welcome to my life
1120,d78be7b22e,same here  events  writing songs
1121,95db70d9c2,yup way to  early and im already at work
1122,f2f05cbdae,oh sweet ill
1123,ab43c568d8,youuuure
1124,9b04365a55,i want to ride my bicycle today but its too cold and cloudy today
1125,2f136d0402,important person  who
1126,dc4fa42628,thats not what  said  i like you too though  is going steady with  though
1127,1cd62f2da1,thank you one day at a time right
1128,170f84ffcf,not fun
1129,c8e099fef6,via  found geocache heads up  probably my only find of the day
1130,1e1cb8d9a4,let me dream about my spock now goodnight
1131,9d968ef838,thanks
1132,ca10e6b390,beautiful
1133,d59c09da6c,good
1134,16b8e23839,lazy
1135,e9dd5ad752,thanks amy its full of hotness
1136,a1ac7a0543,im scarred for life
1137,56395aff30,just finished watching the last of star wars
1138,356c8f7848,thanks
1139,8d85d53e36,cant be arsed to get out of bed  hello sunshine
1140,320a6e56fc,every pair of jeans i own nowadays is very tight  i think mah butt gettin big oh
1141,88c2d7f95e,i bought two tops and a scarf yesterdaysister has successfully hijacked them this morning to wear to breakfast after removing tags
1142,0740ae9f9b,btw do you realize your profile pic makes you look much older than you say you are
1143,4d7def819d,aw sorry e  i hope it looks up for you lame ear and theres always next year  lamer ear  fail uhhlove ya e
1144,50c0004af6,tinycc doesnt seem to load for me  i was thinking on going to the batting cages but apparently you gotta book in adv
1145,bcbc9b5e75,weird
1146,93236f076c,thank yooou
1147,be4b907022,grandpas
1148,760723a562,sore throat this is not good
1149,f66a3af202,it because your handwriting isnt on any of them and everyone is making fun of me because im sitting by myseld in the lrc
1150,6e60ed6d59,disappointed
1151,9c01aa6afd,this is for all of you ppl the  year anniversary video  more to come after the break
1152,412790a2ed,inspired
1153,266d2b648f,crappy
1154,4683236241,its freezing cold
1155,3b45abf7b5,anyone ever had that heavy feeling of sadness in their hearts thats my case rite now
1156,9f8cd8c991,haha sorry to hear that
1157,c3a4f9710d,closing get out
1158,1914dd82b2,hes too old school for burnouts just a lap around the track like they used to  nascar
1159,51a31aa9a1,hannah slept here last night  just gave her her  am bottle and she went right back to sleep but im up lol
1160,7b9f3f4f39,aww if i could i would  gby
1161,88c7658eb5,i ate too many kisses
1162,474b02cd39,thanks for the warning good thing
1163,a5cee2035b,everyone at my place tomorrow  bonfire tofu dogs and austin powers
1164,c7e1468a65,like youre stuff  strange voicemails
1165,5a877ae4b8,happy
1166,b8a77cd14c,oks  yes infact we had chatted earlier on  as well
1167,b2bada7873,and you as well bro
1168,aab1caabf0,im sorry  i wish that i was there instead it would give you a good excuse to get away from him hehei love you
1169,7240ccb4b2,true to form bank holiday monday looks like it might be rainy hope it holds off til later familyfriends plan walk and picnic today
1170,c26aabf505,how do you call that number from the uk   i really want to call u but i dont know how to  xxxxxx
1171,4f05a05989,love my life
1172,f4c7e939ef,miss
1173,1f2a8f57c9,ah i thought management fiat was your own fiat  oh well and shripriya or shri if one must shorten it
1174,9048ec6e22,loves
1175,c8a8b0e791,is tired and turning off
1176,3cb4d10927,watching walleits so cute but sad
1177,112591001f,happy
1178,0b91f39c27,just got notified my podcast was accepted into itunes  of course i then realized it was miss formated  fixed now
1179,bc28048a07,txtmehon
1180,9f32a3213d,tired
1181,8d548b1783,there mite be a article in the trib bout portia keep an eye out for it
1182,fc7842b0b4,ive given up on pizza  kids would never let me have my fav  the hot ones
1183,3285374ab0,dead
1184,d2141d6d47,thats great
1185,c032793654,princess sakura is mine  therefor i want to use it on tj grr
1186,8bb73c2ccd,i wish i could teach my dog how to play xbox  alasno thumbs
1187,0996990dca,cleaning out my room and found this    she took me to  and insisted on paying for my ticket
1188,c635a113c8,thanks
1189,88a4261005,still making icons
1190,11b14ae498,gonna go  bed now night tweeters   dont think about me when you sleep  hahah nite all
1191,12005b65fc,waiting for my turn on wii fit gym closed
1192,dbabff5048,omg is this the sun glimpsing through the clouds woohoo
1193,0415387eb8,mess
1194,d26016300e,amazing
1195,e150ad9d31,very nicei cleared
1196,5c0e819f2b,i think itll be more like a casual attendance instead of a review as there might not be another issue of felix by then  thanks
1197,462978616d,your pic didnt show up for me  boo all the other pics on that site show up but not yours
1198,75dc8a3ff6,baby i need you  right here  right now
1199,a9a725abfa,umm get ready help my mum give gj his presents when he gets up could be a while wait for people to arrive then party
1200,ef1debc105,together
1201,5c2ae1e5f0,another prof pic
1202,b820cb8056,happy mothers day mom
1203,dc6dae7f3b,im not gonna buy onenor two but three i will be the ultimate slaughter machine
1204,3d0c74e523,lost
1205,0de2a265ef,bless
1206,86ae985c48,still feel like craaaap and like everyone on earth needs to know this lol have fun birdies
1207,cc3b05f756,great
1208,5524acce17,winner
1209,b33e54d9c8,probably not in this weather
1210,f288113937,some relaxation so much things on my list but really not that much
1211,1137d77ecc,got your message you are such a twitter freak
1212,496abe9ad9,no wonder you hate driving and country roads and stuff
1213,5b204b5429,hope its a good one
1214,c0414a6961,happy mothers day
1215,65bef2f8c9,sorry
1216,65e715d6e5,ive been there  the only place i have flown out of since moving up north really pretty area for flying but very expensive
1217,4b34697ec5,sad
1218,36c50ba510,present
1219,cea5b3f191,sad
1220,aa221b6a7d,hey what about us followers in atl
1221,ffcd5cb36e,pm perrrfect universal alignment
1222,cb8ff954c0,arosh
1223,af9a810c77,i was so bored i decided to iron all my baju sklh thn i realized i hate doing tht so all i did was iron a sleeve hahaha im off to schl
1224,d98aa88591,no trump casino in vegas
1225,a7977acf38,jimski in my book yes
1226,5a9faa4da8,ilooked in my phone book and ur name was the first to show and i was like i got titi number but it was just ur email
1227,1b8c3ffa29,asks for karma points please
1228,aa1a163174,will do
1229,a4bb5d0c5c,officially booked for seattle with  and  its going to be the best birthday weekend ever   you made me sad
1230,24e58e264b,carter the link doesnt work
1231,01f2c9bae6,m awww our mothers day has been and gone o  no work today off out witht he camera in a little while hopefully
1232,e02cb0c9a8,i guess you get loads of emails  people asking you stuff al the time but i seriously wonder if you ever read my comments  x
1233,3f8df1fed3,up late with nothin  do
1234,4b8092674a,ahh i love chinese music haha  not gonna see my luff til thursday
1235,ef7149efd3,grouchy
1236,c00890fdfc,good today
1237,e3592de395,loling
1238,ad970e1d3f,its saying that it is the wrong linkit cannot find the address
1239,098f6ce321,i know kittie should be a professional
1240,2cd5a21fbc,sending blessings out to
1241,fcc4f3baa5,ahh ok enjoy ill miss it
1242,b86fe0c61a,so tonights tv viewing bgt or hignfy and reggie perrin wont be tweeting however as  minic has hidden ipod
1243,ea1b1fd1bb,hauled
1244,ec00ec25c7,has dislocated her knee  badpainful times gas  air and morphine are fun though
1245,17d1fdde01,soooo fast
1246,91de6a547d,funny
1247,6e8fb1ede7,i got whooped by jason bradbury ace
1248,fd9f6c3e21,ouch
1249,c3892f8e77,sadd  last night in fl going back to ar tomorrow
1250,639aeb628f,according to mary chaayaa i look like a sexy emo in my dp  i not emo
1251,ef465b57eb,sounds awesome
1252,e0ead16a3d,well you are a tricky one so i would say
1253,b09213d54b,no my school will start on   two days to go i still dont want l
1254,79256fbe62,still no internet today
1255,5813e09e81,tbh having no credit in your phone sux i cant even text people to see whats happening like its totally grrrsville
1256,50d03d593e,gahhhh homework masterchef in half an hour hahah and the recruits
1257,6816923abd,bad
1258,2524332d66,im concerned for that family
1259,1900a6978a,idk i cant do
1260,e8d9d9671b,only gets spam in her college email account now what a way to rub in graduation
1261,c69ccdfa56,im very much in tune with your words today thanks
1262,3c6723fa1b,how are you gonna get them i got bitten
1263,85e2495324,im so sad i missed your calling time i got home from practice too late
1264,16b52fbd17,jealous
1265,755bcfd6a2,we get so bored with routine lol
1266,fdc09f2f0b,what does drink responsibly mean to you please share a tip or two if youre drunk right now
1267,1643564ce1,i got up early to pay bills i figured its like a bandaid if i get it over quickly it wont be so bad i was wrong
1268,b4b9d74b06,sunny
1269,b593189c2d,watch lowkey freestyling and selling his mixtape  on  and performing in norwich tonight
1270,7a83b8c7e2,i feel sorry for my bestie  good luck ali
1271,66762b14cd,i need one of these was just thinking about it earlier today as i downloaded pictures via usb  evernoteeyefi
1272,7d59117a75,consultants
1273,a769b2340c,oh gosh how i want the party to be over and done with already
1274,4d31092a19,ive totally not got that job  i can just tell
1275,fc4660a609,i love my sister
1276,74450e128f,eek cant wait to see it as well as everyone elses gahh i dont know what i want  lol
1277,337ebe2747,happy today
1278,9db7e301b9,itll be awesome
1279,7013b54ea6,heading off to poole around   has some serious gardening to do before we go no tweetdeck til sunday evening
1280,990c3cf35f,sick
1281,10c5d92ceb,dreaded
1282,b8293bb838,fail
1283,cb8cb99053,how are you
1284,a22d319e5f,that jasper clip is my first favorite twitter message
1285,4d3de34efa,hey r u back in la right nowwhat was ur favorite part bout europe ive never been out of the country xcept canada  xo jenna
1286,8e092e15ed,handz it was quiet unfortunatly but what the hell its good the chill out too right
1287,356fce670b,wish
1288,1ad6adf2ab,your right how was your trip
1289,53dbbbdf7d,ember yay thanks  coveri sad ang alist please
1290,5534df9445,love
1291,ea390d1f7b,gutted
1292,7880cbca66,darn i thought you meant white sox
1293,58aa2e3401,boobage
1294,d65a8658b0,great
1295,3e99f423ba,poor you
1296,d1b38c33f4,schizophrenic
1297,0345e7e526,dohh is it old i had never heard it im so last year
1298,53eacec2ef,hard
1299,ad2d036578,what a  night
1300,9e5e8ab6a4,i miss matt today
1301,47126dd509,shifts down  to go then its my birthday but should i be getting excited im turning  which means im almost
1302,e9ef9a00e9,feeling tempted by high volume of jeeps to start an acura wave me too
1303,3da51fc31b,inorite humid as well
1304,ddc89d5956,win
1305,499f7fe7dc,my stomach hurts
1306,1f35cb2e27,good luck in
1307,23ea783065,i really wish i could
1308,dbae8ffc58,im very conflicted here  i really like mike but i still have feelings for darrin  its really complicated  i dont know what to do
1309,46e5a5f63b,i cant
1310,b9d896f209,yes maybe but for today i write
1311,25080c4bad,happy
1312,760b2e5dfe,back to a frizz head again
1313,580f2c99e1,bakes
1314,e243bee98c,looking at our photo shoot picscheck out our myspace pics to see themi love them all
1315,12b499b4ca,i had walkathon this morning  and im among the first who arrived at the finishing line
1316,95410148bf,love
1317,3acd68b4cb,thank
1318,f3933c4b73,bitter  why hug
1319,245e5f25e2,went  see the hannah montana movie wiv jodie on friday and it was well good but i feel nasty for laughing at the lil girl that cryed lol
1320,70740addc0,saw a family of five get out of this motor home and into laundromat to clean clothes and bedding
1321,29d1ec5e7e,lol me too going out at  isnt as easy as it used to be
1322,78a3ef0435,favorites
1323,f71ed6b273,great fans
1324,abc7f39d90,im having lunch already  ur a lil late buddy
1325,b145670ac9,ugh
1326,a193f3b9e1,no keyboard cat ishas been dead for years play yourself off keyboard cat
1327,cccb3d7081,will do
1328,07ae045cbe,that was delicious lets have a walk sometimes with you and your hubby and others me misses you
1329,a5640db7a7,sorry jj i missed that post  ill make sure do so next time
1330,cc1a219c1c,downside
1331,1eac051f9c,wow the last hour of twittering that ive been doing has yet to be sent over to twitter  guys bare w me
1332,31f2861133,squabbling with people over the internet is great for my tumblarity but bad for my ego when they have more internet friends than me
1333,8e65e54144,will do hun yes yes
1334,61ee532258,positive
1335,52020ad422,exam is commmmmiinnnnnggggggg
1336,7bbc5a2473,enjoyed
1337,dd2a769f04,im come and try to find you and be your fan too
1338,b4ebfb22c6,thank
1339,51bdb4d865,feeling very tierd too much college work
1340,f948e704f4,love that rehydrated warm milk for breakfast
1341,87fa9ce0c5,it aint so
1342,f734459c4c,i hope he does  join  and youll find one
1343,5e14887b13,thank god for some overcast
1344,85eb03d6b8,cant thank you enough who is nitin between
1345,7909fa421f,sadly we were too late for traceycakes but we got them elsewhere not the same but still yummy tea w wee on wknd
1346,36631a41d0,well piss on that i cant get into their site  work nor does it come thru on my phone
1347,8f11bf53a2,this is post guitar hero  kicking
1348,7e21d8a7ab,fail
1349,2f00504c96,just woke up making breakfast
1350,bc14c389af,my formerly pretty car
1351,dae7a3eeb1,just thought about my hubby being deployed n now i got the blues  i need a stiff drink but im breastfeeding so no booze for me  ugh
1352,9b7811b2e0,i need some motivation in my life oh and some love would be nice too
1353,06b8d9e26c,welcome
1354,bcd7910701,sick
1355,7c229b34c1,unfortunately
1356,f26105a320,ugly
1357,0a5e7d6cb1,i so know what you mean
1358,b34a3fd669,cookies are good
1359,05810a7cdd,he loved it so happy birthday   he said you sounded like a mixture of john lennon chrissie hynde and janis joplin
1360,8531be3694,good
1361,70187852a7,supporting superfly all the way
1362,31d03bff54,fabulous
1363,2938f51a3a,why dont you make me feel like
1364,a153babf33,how about we start with a true franchise online mode dynasty was huge madden online league not so much
1365,4baf1c6930,im having trouble finding really yummy egg free icecream   favoriteicecream  got any recommendations anyone
1366,d409e4ce46,on my tea break  cant wait to drive home tonite
1367,dbc696a3ef,is watching mock the week and is slowing cooking
1368,237b093176,unfortunately
1369,2b8b0a7d10,is twubbing again
1370,a8a1e94417,when da heck will the garage man get here i ask you when
1371,c99820b355,ok i feel like i need to cry now  i cant believe that in less than  years ill be walking across the stage to get a high school diploma
1372,4841c38e53,just got a ipod touch  downloading apps for it now
1373,bd3b30d13c,happy
1374,8c03f75944,lol on friday its now saturday here lol im in australia
1375,570a5c063b,fun
1376,383aa5ec8b,night all im trying to get to bed early for oncewell as early as  can be for a normal person
1377,038a99e313,cant wait for her to see her present
1378,8862c02132,i cant attend
1379,d83606a58a,its  am i am going to sleep now but i be back up in  hourslol good night
1380,9412b17d47,what are some good places to eat in los angeles want to try something different today
1381,db76d74945,fuze was giving away capes at komens race for the cure today and id always love a hug from you hun
